História,contador,ID,Prioridade,Pré-Condição,Cenário,BDD (Gherkin),Status final,Fluxo para Regressão?,Funcionalidade Principal,Funcionalidade secundária,Data de criação,Data de atualização,Status CT,Status da execução WEB,Dispositivo Mobile,Status da execução Mobile,Execução feita via API?,Versão regressão,Ciclo da execução,Automatizado?,Versão_Compilada,Execução Finalizada?,FALSE,Limpar dados da execução,FALSE,Data da automatização
TSF-1650,204,TSF-1650 | CT-204,Alta,,"API de inadimplência: Resetar e atualizar StatusFinanceiro__c para ""Inadimplente""","Dado que existe uma Account ""Empresa Teste"" com SapCode__c ""TEST001"" no sistema
    E que o campo StatusFinanceiro__c da Account ""Empresa Teste"" é ""Inadimplente""
    Quando eu atualizo o status de inadimplência via API para os SapCodes ""TEST001""
    Então a API retorna status ""success""
    E o campo StatusFinanceiro__c da Account ""Empresa Teste"" é atualizado para ""Inadimplente""",🛎️ Item com pendência de execução,,06 - Pedidos RA,,14/12/2025,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,14/12/2025
TSF-1650,205,TSF-1650 | CT-205,Média,,API de inadimplência: Atualizar múltiplas empresas simultaneamente,"Dado que existe uma Account ""Empresa Teste 1"" com SapCode__c ""TEST002"" no sistema
    E que existe uma Account ""Empresa Teste 2"" com SapCode__c ""TEST003"" no sistema
    E que o campo StatusFinanceiro__c da Account ""Empresa Teste 1"" é ""Inadimplente""
    E que o campo StatusFinanceiro__c da Account ""Empresa Teste 2"" é ""Inadimplente""
    Quando eu atualizo o status de inadimplência via API para os SapCodes ""TEST002, TEST003""
    Então a API retorna status ""success""
    E o campo StatusFinanceiro__c da Account ""Empresa Teste 1"" é atualizado para ""Inadimplente""
    E o campo StatusFinanceiro__c da Account ""Empresa Teste 2"" é atualizado para ""Inadimplente""
",🛎️ Item com pendência de execução,,06 - Pedidos RA,,14/12/2025,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,14/12/2025
TSF-1650,206,TSF-1650 | CT-206,Média,,Não exibir alerta quando empresa não está inadimplente,"Dado que existe uma Account ""Empresa Regular"" com StatusFinanceiro__c diferente de ""Inadimplente"" no sistema
    E que existe um Pedido RA ""Teste Regular"" relacionado a esta Account no sistema
    E que o usuário acessa a página deste ""Pedido RA""
    Então o alerta de inadimplência não é exibido
    E o botão ""Solicitar aprovação de desconto"" está habilitado
    E o botão ""Clocar Pedido RA"" está habilitado
    E o botão ""Formulário de pedido"" está habilitado
    E o botão ""Solicitar aprovação do financeiro"" não está visível
",🛎️ Item com pendência de execução,,06 - Pedidos RA,,14/12/2025,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,14/12/2025
TSF-1650,207,TSF-1650 | CT-207,Média,,"Validar que após aprovação financeira, botões padrão são habilitados novamente","Dado que existe uma Account ""Empresa Inadimplente"" com StatusFinanceiro__c igual a ""Inadimplente"" no sistema
    E que existe um Pedido RA ""Teste Inadimplência"" relacionado a esta Account no sistema
    E que o usuário acessa a página deste ""Pedido RA""
    E que o usuário clicou no botão ""Solicitar aprovação do financeiro""
    E que a aprovação foi concedida pelo time financeiro
    Quando o usuário acessa novamente a página deste ""Pedido RA""
    Então o alerta de inadimplência não é exibido
    E o botão ""Solicitar aprovação de desconto"" está habilitado
    E o botão ""Clocar Pedido RA"" está habilitado
    E o botão ""Formulário de pedido"" está habilitado
    E o botão ""Solicitar aprovação do financeiro"" não está visível
",🛎️ Item com pendência de execução,,06 - Pedidos RA,,14/12/2025,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,14/12/2025
TSF-1068,208,TSF-1068 | CT-208,Alta,,Validar preenchimento automático de campos de conformidade fiscal para cliente nacional,"Dado que o usuário está no objeto ""Empresa""
    Quando o usuário cria uma nova Account ""Empresa Nacional Teste"" com CNPJ válido
    E salva a conta
    Então o sistema retorna a mensagem de sucesso
    E o sistema preenche automaticamente o campo ""NaturezaJuridica__c"" com código e atividade através da integração
    E o sistema preenche automaticamente o campo ""Regime de Tributação"" através da integração
    E a Account possui os campos de conformidade fiscal preenchidos corretamente
",🛎️ Item com pendência de execução,,06 - Pedidos RA,,14/12/2025,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,14/12/2025
TSF-1068,209,TSF-1068 | CT-209,Alta,,Validar preenchimento automático de campos de conformidade fiscal para cliente estrangeiro,"Dado que o usuário está no objeto ""Empresa""
    Quando o usuário cria uma nova Account ""Empresa Estrangeira Teste"" do tipo ""Estrangeiro""
    E salva a conta
    Então o sistema retorna a mensagem de sucesso
    E a Account é criada como cliente estrangeiro
    E o sistema aplica regras fiscais de estrangeiro automaticamente
    E os campos de impostos serão zerados em pedidos relacionados a esta Account
",🛎️ Item com pendência de execução,,06 - Pedidos RA,,14/12/2025,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,14/12/2025
TSF-1068,210,TSF-1068 | CT-210,Média,,Validar atualização automática de Natureza Jurídica após alteração de dados da Account,"Dado que existe uma Account ""Empresa Teste"" no sistema
    E que o usuário acessa a página desta ""Account""
    Quando o usuário atualiza dados da Account que disparam a integração
    E salva a conta
    Então o sistema retorna a mensagem de sucesso
    E o sistema atualiza automaticamente o campo ""NaturezaJuridica__c"" com código e atividade através da integração
    E o campo ""NaturezaJuridica__c"" contém o código da atividade
    E o campo ""NaturezaJuridica__c"" contém a descrição da atividade
",🛎️ Item com pendência de execução,,06 - Pedidos RA,,14/12/2025,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,14/12/2025
TSF-1069,211,TSF-1069 | CT-211,Alta,,Vincular Tabela de Imposto a Produto através do Código Municipal,"Dado que existe uma Tabela de Imposto com ""Código Municipal do Serviço"" igual a ""1401"" no sistema
    E que existe um Produto ""Produto Teste"" no sistema
    Quando o usuário atualiza o Produto ""Produto Teste""
    E preenche o campo ""Código Municipal do Serviço"" com ""1401""
    E salva o produto
    Então o sistema retorna a mensagem de sucesso
    E o Produto é vinculado automaticamente à Tabela de Imposto
    E o campo ""Imposto Relacionado"" do Produto está preenchido com a Tabela de Imposto
",🛎️ Item com pendência de execução,,06 - Pedidos RA,,29/12/2025,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,29/12/2025
TSF-1069,212,TSF-1069 | CT-212,Média,,Vincular Tabela de Imposto a Produto através do lookup Imposto Relacionado,"Dado que existe uma Tabela de Imposto ""TDI-00001"" no sistema
    E que existe um Produto ""Produto Teste Manual"" no sistema
    E que o usuário acessa a página deste ""Produto""
    Quando o usuário preenche o campo ""Imposto Relacionado"" com ""TDI-00001""
    E salva o produto
    Então o sistema retorna a mensagem de sucesso
    E o Produto está vinculado à Tabela de Imposto ""TDI-00001""
    E o campo ""Imposto Relacionado"" do Produto está preenchido corretamente
",🛎️ Item com pendência de execução,,06 - Pedidos RA,,29/12/2025,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,29/12/2025
TSF-1069,213,TSF-1069 | CT-213,Alta,,Validar cálculo automático de impostos no PricebookEntry,"Dado que existe uma Tabela de Imposto com ISS ""12.0000"", PIS ""1.0000"" e COFINS ""12.0000"" no sistema
    E que existe um Produto vinculado a esta Tabela de Imposto no sistema
    E que o Produto possui um PricebookEntry com ""Preço de Lista"" igual a ""R$ 5.812,00""
    E que o usuário acessa a página do produto no Pedido RA e a aba Impostos
    Quando o sistema calcula os impostos automaticamente
    Então o campo ""ISS"" do PricebookEntry é calculado com 4 casas decimais
    E o campo ""PIS"" do PricebookEntry é calculado com 4 casas decimais
    E o campo ""COFINS"" do PricebookEntry é calculado com 4 casas decimais
    E o ""Valor Total"" é igual a ""Valor Líquido + ISS + PIS + COFINS""
",🛎️ Item com pendência de execução,,06 - Pedidos RA,,29/12/2025,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,29/12/2025
TSF-1069,214,TSF-1069 | CT-214,Média,,Validar impostos zerados para Account Estrangeira-empresa,"Dado que existe um Pedido RA com um produto vinculado a uma Account ""Estrangeira-empresa"" e Preço de Lista ""R$ 5.812,00""
    E que o usuário acessa a página do produto no Pedido RA e a aba Impostos
    Quando o sistema aplica a regra de mercado ""Exterior""
    Então os campos de impostos (ISS, PIS, COFINS) são exibidos como ""R$ 0,00""
    E o ""Valor Líquido"" é igual ao ""Valor Total""
    E o produto está configurado corretamente para o mercado Exterior
",🛎️ Item com pendência de execução,,06 - Pedidos RA,,29/12/2025,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,29/12/2025
TSF-1070,215,TSF-1070 | CT-215,Alta,,Validar cálculo de impostos com desconto percentual de 10%,"Dado que existe uma Tabela de Imposto com ISS ""12.0000"", PIS ""1.0000"" e COFINS ""12.0000"" no sistema
    E que existe um Produto vinculado a esta Tabela de Imposto no sistema
    E que existe um Pedido RA com um produto vinculado, Preço de Lista ""R$ 5.812,00"" e Desconto ""10%"" no sistema
    E que o usuário acessa a página do produto no Pedido RA e a aba Impostos
    Quando o sistema calcula os impostos automaticamente considerando o desconto
    Então o campo ""ISS"" é calculado sobre o ""Valor Líquido"" (após desconto) com 4 casas decimais
    E o campo ""PIS"" é calculado sobre o ""Valor Líquido"" (após desconto) com 4 casas decimais
    E o campo ""COFINS"" é calculado sobre o ""Valor Líquido"" (após desconto) com 4 casas decimais
    E o ""Valor Total"" é igual a ""Valor Líquido + ISS + PIS + COFINS""
    E o ""Valor Líquido"" é menor que o ""Preço de Lista"" devido ao desconto aplicado
",🛎️ Item com pendência de execução,,06 - Pedidos RA,,29/12/2025,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,29/12/2025
TSF-1070,216,TSF-1070 | CT-216,Alta,,"Validar cálculo de impostos com desconto em reais de R$ 500,00","Dado que existe uma Tabela de Imposto com ISS ""12.0000"", PIS ""1.0000"" e COFINS ""12.0000"" no sistema
    E que existe um Produto vinculado a esta Tabela de Imposto no sistema
    E que existe um Pedido RA com um produto vinculado, Preço de Lista ""R$ 5.812,00"" e Desconto ""R$ 500,00"" no sistema
    E que o usuário acessa a página do produto no Pedido RA e a aba Impostos
    Quando o sistema calcula os impostos automaticamente considerando o desconto
    Então o campo ""ISS"" é calculado sobre o ""Valor Líquido"" (após desconto) com 4 casas decimais
    E o campo ""PIS"" é calculado sobre o ""Valor Líquido"" (após desconto) com 4 casas decimais
    E o campo ""COFINS"" é calculado sobre o ""Valor Líquido"" (após desconto) com 4 casas decimais
    E o ""Valor Total"" é igual a ""Valor Líquido + ISS + PIS + COFINS""
    E o ""Valor Líquido"" é igual ao ""Preço de Lista"" menos o desconto aplicado
",🛎️ Item com pendência de execução,,06 - Pedidos RA,,29/12/2025,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,29/12/2025
TSF-1070,217,TSF-1070 | CT-217,Média,,Validar cálculo de impostos com desconto percentual alto de 50%,"Dado que existe uma Tabela de Imposto com ISS ""12.0000"", PIS ""1.0000"" e COFINS ""12.0000"" no sistema
    E que existe um Produto vinculado a esta Tabela de Imposto no sistema
    E que existe um Pedido RA com um produto vinculado, Preço de Lista ""R$ 5.812,00"" e Desconto ""50%"" no sistema
    E que o usuário acessa a página do produto no Pedido RA e a aba Impostos
    Quando o sistema calcula os impostos automaticamente considerando o desconto alto
    Então o campo ""ISS"" é calculado sobre o ""Valor Líquido"" (após desconto) com 4 casas decimais
    E o campo ""PIS"" é calculado sobre o ""Valor Líquido"" (após desconto) com 4 casas decimais
    E o campo ""COFINS"" é calculado sobre o ""Valor Líquido"" (após desconto) com 4 casas decimais
    E o ""Valor Total"" é igual a ""Valor Líquido + ISS + PIS + COFINS""
    E os valores de impostos são proporcionais ao desconto aplicado (50% menor que sem desconto)
",🛎️ Item com pendência de execução,,06 - Pedidos RA,,29/12/2025,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,29/12/2025
TSF-1070,218,TSF-1070 | CT-218,Média,,Validar recálculo de impostos quando desconto é alterado,"Dado que existe uma Tabela de Imposto com ISS ""12.0000"", PIS ""1.0000"" e COFINS ""12.0000"" no sistema
    E que existe um Produto vinculado a esta Tabela de Imposto no sistema
    E que existe um Pedido RA com um produto vinculado, Preço de Lista ""R$ 5.812,00"" e Desconto ""10%"" no sistema
    E que o usuário acessa a página do produto no Pedido RA e a aba Impostos
    Quando o sistema calcula os impostos automaticamente com desconto de ""10%""
    Então os valores de impostos são calculados corretamente para desconto de ""10%""
    Quando o desconto é alterado para ""20%""
    E o sistema recalcula os impostos automaticamente
    Então os valores de impostos são recalculados corretamente para desconto de ""20%""
    E os novos valores de impostos são menores que os valores anteriores
    E o ""Valor Total"" é igual a ""Valor Líquido + ISS + PIS + COFINS"" após o recálculo
",🛎️ Item com pendência de execução,,06 - Pedidos RA,,29/12/2025,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,29/12/2025
TSF-1070,219,TSF-1070 | CT-219,Média,,Validar que impostos não são calculados quando produto não está vinculado à Tabela de Imposto," Dado que existe um Produto ""Produto Sem Imposto"" sem vinculação à Tabela de Imposto no sistema
    E que existe um Pedido RA com este produto e Preço de Lista ""R$ 5.812,00"" no sistema
    E que o usuário acessa a página do produto no Pedido RA e a aba Impostos
    Quando o sistema tenta calcular os impostos automaticamente
    Então os campos de impostos (ISS, PIS, COFINS) não são populados automaticamente
    E os valores de impostos permanecem vazios ou zerados
    E o ""Valor Total"" é igual ao ""Valor Líquido"" (sem impostos)
    E o produto não possui Tabela de Imposto vinculada",🛎️ Item com pendência de execução,,06 - Pedidos RA,,29/12/2025,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,29/12/2025
TSF-1705,220,TSF-1705 | CT-220,Alta,,Lead com Account com Reputacao UNDER_REVIEW deve ser marcado como Perdido Automático,"Dado que eu tenho os dados para um Lead do tipo ""AutConComReputacaoUnderReview""
    Quando eu envio uma requisição PATCH para o upsert do Lead
    Então a resposta da API de upsert deve ser bem-sucedida
    E aguardar o processamento da conversão automática
    E o Lead deve estar marcado como Perdido Automático com submotivo ""Empresa em análise/suspensa""
    E o Lead não deve ser convertido e deve estar marcado como Perdido
    E deve existir um EmailMessage vinculado ao Lead
",🛎️ Item com pendência de execução,,02.1 - Leads,,29/12/2025,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,29/12/2025
TSF-1705,221,TSF-1705 | CT-221,Alta,,Lead com Account com Reputacao SUSPENDED deve ser marcado como Perdido Automático,"Dado que eu tenho os dados para um Lead do tipo ""AutConComReputacaoSuspended""
    Quando eu envio uma requisição PATCH para o upsert do Lead
    Então a resposta da API de upsert deve ser bem-sucedida
    E aguardar o processamento da conversão automática
    E o Lead deve estar marcado como Perdido Automático com submotivo ""Empresa em análise/suspensa""
    E o Lead não deve ser convertido e deve estar marcado como Perdido
",🛎️ Item com pendência de execução,,02.1 - Leads,,29/12/2025,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,29/12/2025
TSF-1705,222,TSF-1705 | CT-222,Alta,,Lead com Account com pageviews < 4k deve ser marcado como Perdido Automático,"Dado que eu tenho os dados para um Lead do tipo ""AutConComCheckoutMenor4k""
    Quando eu envio uma requisição PATCH para o upsert do Lead
    Então a resposta da API de upsert deve ser bem-sucedida
    E aguardar o processamento da conversão automática
    E o Lead deve estar marcado como Perdido Automático com submotivo ""Link de compra checkout""
    E o Lead não deve ser convertido e deve estar marcado como Perdido
    E deve existir um EmailMessage vinculado ao Lead",🛎️ Item com pendência de execução,,02.1 - Leads,,29/12/2025,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,29/12/2025
TSF-1705,223,TSF-1705 | CT-223,Alta,,Lead com Account com checkout ativo deve ser marcado como Perdido Automático,"Dado que eu tenho os dados para um Lead do tipo ""AutConComCheckoutAtivo""
    Quando eu envio uma requisição PATCH para o upsert do Lead
    Então a resposta da API de upsert deve ser bem-sucedida
    E aguardar o processamento da conversão automática
    E o Lead deve estar marcado como Perdido Automático com submotivo ""Orientação produto checkout""
    E o Lead não deve ser convertido e deve estar marcado como Perdido
    E deve existir um EmailMessage vinculado ao Lead",🛎️ Item com pendência de execução,,02.1 - Leads,,29/12/2025,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,29/12/2025
TSF-1705,224,TSF-1705 | CT-224,Alta,,Lead com Account com checkout ativo E pageviews < 4k deve ser marcado como Perdido Automático (valida ordem),"Dado que eu tenho os dados para um Lead do tipo ""AutConComCheckoutAtivoMenor4k""
    Quando eu envio uma requisição PATCH para o upsert do Lead
    Então a resposta da API de upsert deve ser bem-sucedida
    E aguardar o processamento da conversão automática
    E o Lead deve estar marcado como Perdido Automático com submotivo ""Link de compra checkout""
    E o Lead não deve ser convertido e deve estar marcado como Perdido
    E deve existir um EmailMessage vinculado ao Lead",🛎️ Item com pendência de execução,,02.1 - Leads,,29/12/2025,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,29/12/2025
TSF-1705,225,TSF-1705 | CT-225,Média,,Lead com Account HighTouch e email corporativo deve converter para Owner,"Dado que eu tenho os dados para um Lead do tipo ""AutConComHighTouch""
    Quando eu envio uma requisição PATCH para o upsert do Lead
    Então a resposta da API de upsert deve ser bem-sucedida
    E o Lead deve ter uma empresa vinculada
    E o Lead no Salesforce deve estar com o status ""Convertido""
    E a Oportunidade gerada deve ter o OwnerId igual ao Owner da Account
    # NOTA: HighTouch com email corporativo vai para Owner da Account",🛎️ Item com pendência de execução,,02.1 - Leads,,29/12/2025,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,29/12/2025
TSF-1705,226,TSF-1705 | CT-226,Média,,Lead com Tipo_de_Venda__c = Up Selling deve ser marcado como Upsell e distribuído para SDR,"Dado que eu tenho os dados para um Lead do tipo ""AutConComUpSelling""
    Quando eu envio uma requisição PATCH para o upsert do Lead
    Então a resposta da API de upsert deve ser bem-sucedida
    E o Lead deve ter uma empresa vinculada
    E o Lead deve ter o Tipo_de_Venda__c igual a ""Up Selling""
    # NOTA: O fluxo apenas marca o Lead como ""Up Selling"", não converte
    Quando eu executo o schedule de distribuição de Leads
    # NOTA: O scheduler DistribuicaoLeadsSchedule apenas altera o OwnerId do Lead, não converte
    E o Lead deve estar atribuído a um SDR (não ao Owner da Account)
    # NOTA: Upsell é distribuído para SDR, não para Owner da Account",🛎️ Item com pendência de execução,,02.1 - Leads,,29/12/2025,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,29/12/2025
TSF-1705,227,TSF-1705 | CT-227,Média,,Lead com Account LowTouch e contrato ativo deve converter para Owner,"Dado que eu tenho os dados para um Lead do tipo ""AutConComLowTouch""
    Quando eu envio uma requisição PATCH para o upsert do Lead
    Então a resposta da API de upsert deve ser bem-sucedida
    E o Lead deve ter uma empresa vinculada
    E o Lead no Salesforce deve estar com o status ""Convertido""
    E a Oportunidade gerada deve ter o OwnerId igual ao Owner da Account
    # NOTA: LowTouch não valida email, vai direto para Owner da Account",🛎️ Item com pendência de execução,,02.1 - Leads,,29/12/2025,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,29/12/2025
TSF-1705,228,TSF-1705 | CT-228,Média,,Lead com Account MidTouch e contrato ativo com email corporativo deve converter para Owner,"Dado que eu tenho os dados para um Lead do tipo ""AutConComMidTouch""
    Quando eu envio uma requisição PATCH para o upsert do Lead
    Então a resposta da API de upsert deve ser bem-sucedida
    E o Lead deve ter uma empresa vinculada
    E o Lead no Salesforce deve estar com o status ""Convertido""
    E a Oportunidade gerada deve ter o OwnerId igual ao Owner da Account
    # NOTA: MidTouch com email corporativo converte normalmente para Owner da Account
",🛎️ Item com pendência de execução,,02.1 - Leads,,29/12/2025,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,29/12/2025
TSF-1705,229,TSF-1705 | CT-229,Média,,"Lead com Account HighTouch, contrato ativo e email pessoal deve ser marcado como Perdido e enviar email","Dado que eu tenho os dados para um Lead do tipo ""AutConComHighTouchEmailPessoal""
    Quando eu envio uma requisição PATCH para o upsert do Lead
    Então a resposta da API de upsert deve ser bem-sucedida
    E o Lead deve ter uma empresa vinculada
    E aguardar o processamento da conversão automática
    # NOTA: HighTouch com email pessoal NÃO converte, deve ser marcado como Perdido Automático
    E o Lead deve estar marcado como Perdido Automático com submotivo ""E-mail pessoal""
    E o Lead não deve ser convertido e deve estar marcado como Perdido
    E deve existir um EmailMessage vinculado ao Lead
    # NOTA: HighTouch com email pessoal não converte, é marcado como perdido e envia email informando que precisa usar email corporativo
",🛎️ Item com pendência de execução,,02.1 - Leads,,29/12/2025,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,29/12/2025
TSF-1705,230,TSF-1705 | CT-230,Média,,"Lead com Account HighTouch, contrato ativo e email corporativo deve converter para Owner","Dado que eu tenho os dados para um Lead do tipo ""AutConComHighTouchEmailCorporativo""
    Quando eu envio uma requisição PATCH para o upsert do Lead
    Então a resposta da API de upsert deve ser bem-sucedida
    E o Lead deve ter uma empresa vinculada
    E o Lead no Salesforce deve estar com o status ""Convertido""
    E a Oportunidade gerada deve ter o OwnerId igual ao Owner da Account
    # NOTA: HighTouch com email corporativo vai para Owner da Account
",🛎️ Item com pendência de execução,,02.1 - Leads,,29/12/2025,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,29/12/2025
TSF-1705,231,TSF-1705 | CT-231,Média,,"Lead sem contrato, pageviews > 4k e checkout ativo deve ser marcado como Upsell e distribuído para SDR","Dado que eu tenho os dados para um Lead do tipo ""AutConSemContratoUpsellComCheckout""
    Quando eu envio uma requisição PATCH para o upsert do Lead
    Então a resposta da API de upsert deve ser bem-sucedida
    E o Lead deve ter uma empresa vinculada
    E o Lead deve ter o Tipo_de_Venda__c igual a ""Up Selling""
    # NOTA: O flow apenas marca o Lead como ""Up Selling"", não converte
    Quando eu executo o schedule de distribuição de Leads
    # NOTA: O scheduler DistribuicaoLeadsSchedule distribui o Lead para um SDR
    E o Lead deve estar atribuído a um SDR (não ao Owner da Account)
    # NOTA: Sem contrato + pageviews > 4k + checkout ativo = Upsell, distribuído para SDR (sem conversão)",🛎️ Item com pendência de execução,,02.1 - Leads,,29/12/2025,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,29/12/2025
TSF-1705,232,TSF-1705 | CT-232,Média,,"Lead sem contrato, pageviews > 4k e sem checkout deve ser marcado como Upsell e distribuído para SDR","Dado que eu tenho os dados para um Lead do tipo ""AutConSemContratoUpsellSemCheckout""
    Quando eu envio uma requisição PATCH para o upsert do Lead
    Então a resposta da API de upsert deve ser bem-sucedida
    E o Lead deve ter uma empresa vinculada
    E o Lead deve ter o Tipo_de_Venda__c igual a ""Up Selling""
    # NOTA: O flow apenas marca o Lead como ""Up Selling"", não converte
    Quando eu executo o schedule de distribuição de Leads
    # NOTA: O scheduler DistribuicaoLeadsSchedule distribui o Lead para um SDR
    E o Lead deve estar atribuído a um SDR (não ao Owner da Account)
    # NOTA: Sem contrato + pageviews > 4k + sem checkout = Upsell, distribuído para SDR (sem conversão)",🛎️ Item com pendência de execução,,02.1 - Leads,,29/12/2025,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,29/12/2025
TSF-1705,233,TSF-1705 | CT-233,Média,,"Lead sem contrato, pageviews < 4k e checkout ativo deve receber orientação e ser marcado como Perdido Automático","Dado que eu tenho os dados para um Lead do tipo ""AutConSemContratoMenor4kComCheckout""
    Quando eu envio uma requisição PATCH para o upsert do Lead
    Então a resposta da API de upsert deve ser bem-sucedida
    E aguardar o processamento da conversão automática
    E o Lead deve estar marcado como Perdido Automático com submotivo ""Orientação produto checkout""
    E o Lead não deve ser convertido e deve estar marcado como Perdido
    E deve existir um EmailMessage vinculado ao Lead
    # NOTA: Validação de pageviews vem ANTES de checkout, mas se pageviews < 4k e checkout ativo, deve receber orientação
",🛎️ Item com pendência de execução,,02.1 - Leads,,29/12/2025,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,29/12/2025
TSF-1705,234,TSF-1705 | CT-234,Alta,,"Lead com Account MidTouch, contrato ativo e email pessoal deve ser marcado como Perdido e enviar email","Dado que eu tenho os dados para um Lead do tipo ""AutConComMidTouchEmailPessoal""
    Quando eu envio uma requisição PATCH para o upsert do Lead
    Então a resposta da API de upsert deve ser bem-sucedida
    E o Lead deve ter uma empresa vinculada
    E aguardar o processamento da conversão automática
    # NOTA: MidTouch com email pessoal NÃO converte, deve ser marcado como Perdido Automático
    E o Lead deve estar marcado como Perdido Automático com submotivo ""E-mail pessoal""
    E o Lead não deve ser convertido e deve estar marcado como Perdido
    E deve existir um EmailMessage vinculado ao Lead
    # NOTA: MidTouch com email pessoal não converte, é marcado como perdido e envia email informando que precisa usar email corporativo",🛎️ Item com pendência de execução,,02.1 - Leads,,29/12/2025,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,29/12/2025
TSF-1783,235,TSF-1783 | CT-235,Média,,Lead sem contrato com produto RA ADS (não Brand Page) deve ir direto para distribuição de Leads,"Dado que eu tenho os dados para um Lead do tipo ""AutConSemContratoNaoBrandPageRAADS""
    Quando eu envio uma requisição PATCH para o upsert do Lead
    Então a resposta da API de upsert deve ser bem-sucedida
    E o Lead deve ter uma empresa vinculada
    E o Lead deve ter o Tipo_de_Venda__c igual a ""Up Selling""
    # NOTA TSF-1705 (2026-01-15): Produtos não-Brand Page vão direto para distribuição, ignorando validação de pageviews
    Quando eu executo o schedule de distribuição de Leads
    E o Lead deve estar atribuído a um SDR (não ao Owner da Account)
    # NOTA: Sem contrato + produto não-Brand Page = Distribuição direta para SDR (sem validação de pageviews)
",🛎️ Item com pendência de execução,,02.1 - Leads,,19/01/2026,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,19/01/2026
TSF-1071,236,TSF-1071 | CT-236,Alta,,Validar campos de valores líquidos no Pedido RA com um produto vinculado à Tabela de Imposto,"Dado que existe uma Tabela de Imposto com ISS ""12.0000"", PIS ""1.0000"" e COFINS ""12.0000"" no sistema
    E que existe um Produto vinculado a esta Tabela de Imposto no sistema
    E que existe um Pedido RA com um produto vinculado e Preço de Lista ""R$ 5.812,00"" no sistema
    E que o usuário acessa a página deste ""Pedido RA""
    Quando o usuário clica no botão ""Atualizar Impostos""
    Então o sistema retorna a mensagem de sucesso
    E o campo ""Valor Total de Venda Líquido (Com desc.)"" do Pedido RA é preenchido com a soma dos valores líquidos de todos os produtos
    E o campo ""Valor Mensal Total Líquido (Com desc.)"" do Pedido RA é preenchido com a soma dos valores mensais líquidos de todos os produtos
    E os valores líquidos são calculados corretamente considerando os descontos aplicados",🛎️ Item com pendência de execução,,18 - Reforma Tributária,,19/01/2026,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,19/01/2026
TSF-1071,237,TSF-1071 | CT-237,Alta,,Validar campos de valores líquidos no Pedido RA com múltiplos produtos vinculados à Tabela de Imposto,"Dado que existe uma Tabela de Imposto com ISS ""12.0000"", PIS ""1.0000"" e COFINS ""12.0000"" no sistema
    E que existem dois Produtos vinculados a esta Tabela de Imposto no sistema
    E que existe um Pedido RA com dois produtos vinculados, Preço de Lista ""R$ 5.812,00"" cada, no sistema
    E que o usuário acessa a página deste ""Pedido RA""
    Quando o usuário clica no botão ""Atualizar Impostos""
    Então o sistema retorna a mensagem de sucesso
    E o campo ""Valor Total de Venda Líquido (Com desc.)"" do Pedido RA é igual à soma dos valores líquidos de venda de todos os produtos
    E o campo ""Valor Mensal Total Líquido (Com desc.)"" do Pedido RA é igual à soma dos valores mensais líquidos de todos os produtos
    E a soma dos valores líquidos de todos os produtos está correta",🛎️ Item com pendência de execução,,18 - Reforma Tributária,,19/01/2026,,Ativo,NO RUN,,NA,,,,Automatizado,,,,,,19/01/2026
